account,amount,currency,direction,Cash in/Cash out,effective_date,description,label
a 1,416.75,USD,debit,Cash out,2023-02-03,Rgaxkt Hrekx-Qax Rgaxkt Hre  OGHKMHSCX,LSP cash payout
a 1,841.25,USD,debit,Cash out,2023-02-03,Qoshkxre Ynokrjy Qoshkxre Y  OU48Q4H4S,LSP cash payout
a 1,350.07,USD,debit,Cash out,2023-02-03,Skgmgt Grrkt Skgmgt Grr  OXVFRV24M,LSP cash payout
a 1,"5,332.76",USD,debit,Cash out,2023-02-03,Groyut Ixgtk Groyut Ixg  OVG9HGDR6,LSP cash payout
a 1,"2,250.53",USD,debit,Cash out,2023-02-03,Hxaik Hkrgtj Hxaik Hkrg  ODHU5H7R7,LSP cash payout
a 1,"1,079.69",USD,debit,Cash out,2023-02-03,"Yinsozz Rgc, VRR Yinsozz Rg",LSP cash payout
a 1,991.87,USD,debit,Cash out,2023-02-03,"PV Rgc, RRI PV Rgc, RR  O27",LSP cash payout
a 1,"9,530.82",USD,debit,Cash out,2023-02-03,Serkk SiQottke Serkk SiQo  O6H8BHFTH,LSP cash payout
a 1,"2,518.30",USD,debit,Cash out,2023-02-03,Hkxtgjktk Xujxom Hkxtgjktk  OQ97G95VE,LSP cash payout
a 1,700.14,USD,debit,Cash out,2023-02-03,Yzkvngtok Jgorke Yzkvngtok  OHG5BGVUG,LSP cash payout
a 1,"11,639.38",USD,debit,Cash out,2023-02-03,Lgrett Hgas Lgrett Hga  OQ97G98QF,LSP cash payout
a 1,"4,298.67",USD,debit,Cash out,2023-02-03,Jgboj K. Surrut Jgboj K. S  O6H8BH65H,LSP cash payout
a 1,"2,341.80",USD,debit,Cash out,2023-02-03,Soingkr Iuttux Soingkr Iu  OHG5BGV9P,LSP cash payout
a 1,"5,211.55",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Pa Rgc Ulloik  ODHU5HE65,LSP cash payout
a 1,"4,795.09",USD,debit,Cash out,2023-02-03,Hxozzgte Xgvuyg Hxozzgte X  OCHQ5H89H,LSP cash payout
a 1,75.28,USD,debit,Cash out,2023-02-03,GSE MXGE GSE MXGE  O9D6PDM6S,LSP cash payout
a 1,"5,337.37",USD,debit,Cash out,2023-02-03,Skroyyg Yzuiqngs Skroyyg Yz  OU48Q4KHK,LSP cash payout
a 1,"2,919.82",USD,debit,Cash out,2023-02-03,Skgmgt Iarvkvvkx Skgmgt Iar  ORB9CB57B,LSP cash payout
a 1,32.95,USD,debit,Cash out,2023-02-03,XGSV XKOSHAXYK Z Sgingyoi 230202 I1613580,LSP Reimbursements Receivable
a 1,758.05,USD,debit,Cash out,2023-02-03,Sgxog Yinkaxotm Sgxog Yink  OXVFRVG2M,LSP cash payout
a 1,"1,925.72",USD,debit,Cash out,2023-02-03,Jkyzgxjky Suuxk Jkyzgxjky  O27S47CFH,LSP cash payout
a 1,"2,424.47",USD,debit,Cash out,2023-02-03,Hgxhgxg Ngsskxy Hgxhgxg Ng  O6H8BHFHH,LSP cash payout
a 1,"5,847.44",USD,debit,Cash out,2023-02-03,JkRuzzu Rgc Loxs JkRuzzu Rg  OKBC8BGU5,LSP cash payout
a 1,"2,362.39",USD,debit,Cash out,2023-02-03,Ykgxxg Ngfkr Ykgxxg Ngf  OVG9HG7D9,LSP cash payout
a 1,916.70,USD,debit,Cash out,2023-02-03,Zgyng Yossutjy Zgyng Yoss  O85QH5FH4,LSP cash payout
a 1,"1,916.47",USD,debit,Cash out,2023-02-03,Nkgznkx Borrgruh Nkgznkx Bo  OGHKMH29K,LSP cash payout
a 1,"6,320.76",USD,debit,Cash out,2023-02-03,Jgtokr Umhkojk Jgtokr Umh  O4QKCQTM9,LSP cash payout
a 1,"3,233.95",USD,debit,Cash out,2023-02-03,Puxjgt Jgboy Puxjgt Jgb  OKBC8B29B,LSP cash payout
a 1,"2,202.66",USD,debit,Cash out,2023-02-03,Gsgtjg Zgerux Gsgtjg Zge  OHG5BGV6C,LSP cash payout
a 1,"4,806.56",USD,debit,Cash out,2023-02-03,Gtjxkg Cnozknorr Gtjxkg Cno  OVG9HG7XS,LSP cash payout
a 1,550.12,USD,debit,Cash out,2023-02-03,Gjsox Payoi Gjsox Payo  O6H8BHTQE,LSP cash payout
a 1,"4,563.01",USD,debit,Cash out,2023-02-03,Corrogs Mxkmm Corrogs Mx  OGHKMHSVX,LSP cash payout
a 1,625.13,USD,debit,Cash out,2023-02-03,Rgaxkt Rkyzkx Rgaxkt Rky  OVG9HGRVC,LSP cash payout
a 1,"8,787.66",USD,debit,Cash out,2023-02-03,Orktk Yzgrrsgt Orktk Yzgr  O27S47BKE,LSP cash payout
a 1,608.73,USD,debit,Cash out,2023-02-03,Vozzsgt Suxxoy Vozzsgt Su  OMUX2UH6M,LSP cash payout
a 1,"4,419.18",USD,debit,Cash out,2023-02-03,Rgqkoyng Hghkxy Rgqkoyng H  O9D6PDVPV,LSP cash payout
a 1,"5,081.27",USD,debit,Cash out,2023-02-03,Hxogt Morhkxz Hxogt Morh  O85QH5TTM,LSP cash payout
a 1,513.44,USD,debit,Cash out,2023-02-03,Toinurgy Mgrgyyu Toinurgy M  O9D6PDV74,LSP cash payout
a 1,165.00,USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Su Rgc Ulloik  OVG9H6SS6,LSP cash payout
a 1,"8,307.64",USD,debit,Cash out,2023-02-03,Gtjxkc Xuyktlkrj Gtjxkc Xuy  O4QKCQ9D2,LSP cash payout
a 1,"2,704.36",USD,debit,Cash out,2023-02-03,Tgyykxo Rkmgr Tgyykxo Rk  OKBC8BGE5,LSP cash payout
a 1,"5,688.94",USD,debit,Cash out,2023-02-03,Puje-Gtt Mxkktcu Puje-Gtt M  O6H8BHF5H,LSP cash payout
a 1,"4,506.22",USD,debit,Cash out,2023-02-03,Yngsog Cgzyut Yngsog Cgz  ODHU5HM5X,LSP cash payout
a 1,948.24,USD,debit,Cash out,2023-02-03,Xginkrrk Igxzkx Xginkrrk I  O85QH5RF4,LSP cash payout
a 1,"3,800.24",USD,debit,Cash out,2023-02-03,Pkyyoig Jk Ratg Pkyyoig Jk  OB8Q58U56,LSP cash payout
a 1,"23,433.70",USD,debit,Cash out,2023-02-03,Qkttoyng Tuxsgt Qkttoyng T  OVG9HGRCC,LSP cash payout
a 1,"1,225.25",USD,debit,Cash out,2023-02-03,Jkgt Rotzfkxoy Jkgt Rotzf  OMUX2UTM9,LSP cash payout
a 1,552.12,USD,debit,Cash out,2023-02-03,Pkyyk Vnorovvk-G Pkyyk Vnor  ODHU5HEM5,LSP cash payout
a 1,"8,311.25",USD,debit,Cash out,2023-02-03,Znk Wagzzxu Loxs Znk Wagzzx  ODHU5H747,LSP cash payout
a 1,904.18,USD,debit,Cash out,2023-02-03,Ynkxkkt Cotmu Ynkxkkt Co  O9D6PDEHS,LSP cash payout
a 1,"2,773.24",USD,debit,Cash out,2023-02-03,Ixuazngskr Rgc U Ixuazngskr  O27S47CVH,LSP cash payout
a 1,"1,551.61",USD,debit,Cash out,2023-02-03,Hxaik Yzkxt Hxaik Yzkx  OEUQRUFVR,LSP cash payout
a 1,"3,892.78",USD,debit,Cash out,2023-02-03,Kuckt Xuyktzxgzk Kuckt Xuyk  OEUQRU8FX,LSP cash payout
a 1,"2,895.43",USD,debit,Cash out,2023-02-03,Boizuxog Vovqot Boizuxog V  O4QKCQ692,LSP cash payout
a 1,"5,980.45",USD,debit,Cash out,2023-02-03,Znkxkyg Inorjxky Znkxkyg In  OP9P49XES,LSP cash payout
a 1,"3,800.42",USD,debit,Cash out,2023-02-03,Loyinkx &gsv; Vnottk Loyinkx &gsv;  OKBC8BUXQ,LSP cash payout
a 1,821.84,USD,debit,Cash out,2023-02-03,Egjoxgn Xujxomak Egjoxgn Xu  O6H8BHF2G,LSP cash payout
a 1,"3,954.94",USD,debit,Cash out,2023-02-03,Mghxokrrk Rgie Mghxokrrk  OHG5BGKRG,LSP cash payout
a 1,"1,799.67",USD,debit,Cash out,2023-02-03,Sgxmgxkz Tokrykt Sgxmgxkz T  OCHQ5HP5F,LSP cash payout
a 1,"1,105.72",USD,debit,Cash out,2023-02-03,Puykvn Hkxtcgtmk Puykvn Hkx  ODHU5HEF7,LSP cash payout
a 1,606.96,USD,debit,Cash out,2023-02-03,Qkbot Lxkejkx Qkbot Lxke  OSXKMX529,LSP cash payout
a 1,"1,479.85",USD,debit,Cash out,2023-02-03,Zgsoyng Jkrbgorr Zgsoyng Jk  OCHQ5HMBF,LSP cash payout
a 1,"5,346.21",USD,debit,Cash out,2023-02-03,Gttg Gbgrutk Gttg Gbgru  OKBC8BUU5,LSP cash payout
a 1,"2,778.89",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Sg Rgc Ulloik  O27S47C2F,LSP cash payout
a 1,651.22,USD,debit,Cash out,2023-02-03,Qktjxg Jgboy Qktjxg Jgb  O4QKCQ9VU,LSP cash payout
a 1,"1,683.23",USD,debit,Cash out,2023-02-03,Inxoyzotg Tucgq Inxoyzotg  OU48Q4HSK,LSP cash payout
a 1,"3,064.91",USD,debit,Cash out,2023-02-03,Pkttolkx Rghhk Pkttolkx R  OTXFBXHHQ,LSP cash payout
a 1,"5,849.16",USD,debit,Cash out,2023-02-03,Tgzgyng Ynkxxuj Tgzgyng Yn  ODHU5H7CX,LSP cash payout
a 1,"2,474.82",USD,debit,Cash out,2023-02-03,Yngpagt Nuayk Yngpagt Nu  OU48Q4HVS,LSP cash payout
a 1,"8,382.59",USD,debit,Cash out,2023-02-03,Gtmkrg Janut Gtmkrg Jan  OSXKMXR29,LSP cash payout
a 1,"7,468.32",USD,debit,Cash out,2023-02-03,Ykgt Q Yqorrotmy Ykgt Q Yqo  O79VQ986F,LSP cash payout
a 1,"1,210.00",USD,debit,Cash out,2023-02-03,Pgiuh Yosut Pgiuh Yosu  OGHKMHUUQ,LSP cash payout
a 1,51.95,USD,debit,Cash out,2023-02-03,XGSV XKOSHAXYK X Rkhubozf 230202 I1612433,LSP Reimbursements Receivable
a 1,"3,024.10",USD,debit,Cash out,2023-02-03,Yzkbkt I. Lxgykx Yzkbkt I.  OKBC8B2M7,LSP cash payout
a 1,"6,123.16",USD,debit,Cash out,2023-02-03,Xoingxj Rkhubozf Xoingxj Rk  ODHU5HMSX,LSP cash payout
a 1,"4,650.26",USD,debit,Cash out,2023-02-03,JOTK RGC VG JOTK RGC V  OSXKMXRR9,LSP cash payout
a 1,525.44,USD,debit,Cash out,2023-02-03,Xuhkxz Rgxyut Xuhkxz Rgx  OHG5BGUD6,LSP cash payout
a 1,"1,204.64",USD,debit,Cash out,2023-02-03,Vkmme Ixaf-Zucty Vkmme Ixaf  OVG9HG7MD,LSP cash payout
a 1,"3,091.12",USD,debit,Cash out,2023-02-03,Jgboj Igyzxu Jgboj Igyz  ODHU5HEQD,LSP cash payout
a 1,"3,332.86",USD,debit,Cash out,2023-02-03,Rgc Ulloik ul Hk Rgc Ulloik  ODHU5HM97,LSP cash payout
a 1,"3,823.22",USD,debit,Cash out,2023-02-03,Punt Noiqy Punt Noiqy  OHG5BGKS9,LSP cash payout
a 1,"7,028.88",USD,debit,Cash out,2023-02-03,Sgohkr Xkeky Sgohkr Xke  OFX5RXK6P,LSP cash payout
a 1,672.06,USD,debit,Cash out,2023-02-03,Sgzznkc Suxxoy Sgzznkc Su  OEUQRU26X,LSP cash payout
a 1,"1,888.72",USD,debit,Cash out,2023-02-03,Mgxe R Hksktz RR Mgxe R Hks  OGHKMHS9X,LSP cash payout
a 1,"4,621.74",USD,debit,Cash out,2023-02-03,Jgboj Yincgxf Jgboj Yinc  OHG5BGUCG,LSP cash payout
a 1,"3,545.63",USD,debit,Cash out,2023-02-03,"Rgoxj Rgc, VG Rgoxj Rgc,  O",LSP cash payout
a 1,"1,633.66",USD,debit,Cash out,2023-02-03,Yngxut Jogsgtz Yngxut Jog  OCHQ5H8SH,LSP cash payout
a 1,965.37,USD,debit,Cash out,2023-02-03,Yngqorg Sorrkx H Yngqorg So  O5QHMQTCT,LSP cash payout
a 1,76.00,USD,debit,Cash out,2023-02-03,Oyurjk Suuxk Oyurjk Suu  O27S476CF,LSP cash payout
a 1,"3,891.66",USD,debit,Cash out,2023-02-03,Inxoyzotk Gfof Inxoyzotk  O4QKCQ66U,LSP cash payout
a 1,"1,818.52",USD,debit,Cash out,2023-02-03,Obgt Rkk Obgt Rkk  O79VQ98QU,LSP cash payout
a 1,"3,077.41",USD,debit,Cash out,2023-02-03,Gtjxkc Luyzkx Gtjxkc Luy  OFX5RXKDE,LSP cash payout
a 1,"2,475.49",USD,debit,Cash out,2023-02-03,Kssgtakr Gyoxoac Kssgtakr G  O4QKCQ6D2,LSP cash payout
a 1,"1,168.00",USD,debit,Cash out,2023-02-03,Pgttk SiQgske Pgttk SiQg  O6H8BQ8BG,LSP cash payout
a 1,"1,166.90",USD,debit,Cash out,2023-02-03,Ozata Yulojoeg Ozata Yulo  O27S4762F,LSP cash payout
a 1,83.08,USD,debit,Cash out,2023-02-03,Sgxq Hxaik Sgxq Hxaik  OMUX2UMC2,LSP cash payout
a 1,569.78,USD,debit,Cash out,2023-02-03,Hxktjkzzg Yiuzz Hxktjkzzg  OFX5RXMRE,LSP cash payout
a 1,"4,275.36",USD,debit,Cash out,2023-02-03,Skmngt Zxui Skmngt Zxu  ORB9CBF5B,LSP cash payout
a 1,823.49,USD,debit,Cash out,2023-02-03,Yngbgyog Rgtokx Yngbgyog R  OU48Q45BG,LSP cash payout
a 1,"2,829.13",USD,debit,Cash out,2023-02-03,Vgoyrke Gtjkxyut Vgoyrke Gt  O9D6PD8PV,LSP cash payout
a 1,993.53,USD,debit,Cash out,2023-02-03,Pgiret Gtjxkg Xu Pgiret Gtj  OSXKMXVUM,LSP cash payout
a 1,"4,383.65",USD,debit,Cash out,2023-02-03,Hkzzkx Cge Lgsor Hkzzkx Cge  OMUX2UH2S,LSP cash payout
a 1,"2,394.56",USD,debit,Cash out,2023-02-03,Xgingkr Gsota Xgingkr Gs  OU48Q4PCG,LSP cash payout
a 1,"4,199.20",USD,debit,Cash out,2023-02-03,ZMY Rgc VRRI ZMY Rgc VR  O9D6PDV24,LSP cash payout
a 1,"4,188.67",USD,debit,Cash out,2023-02-03,Rotjyke Nazinoty Rotjyke Na  OQ97G9582,LSP cash payout
a 1,"5,096.09",USD,debit,Cash out,2023-02-03,"Sgxmkx Rgc Loxs, Sgxmkx Rgc",LSP cash payout
a 1,"5,180.08",USD,debit,Cash out,2023-02-03,Nkgznkx Rkyzkx Y Nkgznkx Rk  OVG9HGREC,LSP cash payout
a 1,493.17,USD,debit,Cash out,2023-02-03,Zngu Zxgt Zngu Zxgt  OCHQ5HPFS,LSP cash payout
a 1,"2,347.43",USD,debit,Cash out,2023-02-03,Igozrot Urobkx Igozrot Ur  OU48Q45KG,LSP cash payout
a 1,"103,180.18",USD,credit,Cash in,2023-02-03,IUBKXKJ IGXK RRI GIN 230203 SGXH001,Financing
a 1,"1,551.25",USD,debit,Cash out,2023-02-03,Punt Grsgtfgx Punt Grsgt  ODHU5H7BP,LSP cash payout
a 1,"3,650.70",USD,debit,Cash out,2023-02-03,Qogt Sumnhkro Qogt Sumnh  OFX5RXKBE,LSP cash payout
a 1,"6,021.31",USD,debit,Cash out,2023-02-03,Hxktjgt Jgrzut Hxktjgt Jg  O6H8BH6TH,LSP cash payout
a 1,"1,383.43",USD,debit,Cash out,2023-02-03,Kxoig Bgxmgy Kxoig Bgxm  O79VQ9FMG,LSP cash payout
a 1,143.63,USD,debit,Cash out,2023-02-03,Sutoig Ygtzgtg Sutoig Ygt  O27S47BHD,LSP cash payout
a 1,"5,570.24",USD,debit,Cash out,2023-02-03,Otjkxxgp Yotmn Otjkxxgp Y  O79VQ95Q4,LSP cash payout
a 1,"3,080.68",USD,debit,Cash out,2023-02-03,Skmngt Euatm Skmngt Eua  OKBC8B2VB,LSP cash payout
a 1,551.77,USD,debit,Cash out,2023-02-03,Pkttolkx Vkxtgy Pkttolkx V  O4QKCQTR9,LSP cash payout
a 1,"4,046.39",USD,debit,Cash out,2023-02-03,Pgyut Ngahktxkoy Pgyut Ngah  OMUX2UVS9,LSP cash payout
a 1,"8,503.38",USD,debit,Cash out,2023-02-03,Igxrkkt Jgtogr Igxrkkt Jg  O9D6PDR77,LSP cash payout
a 1,746.82,USD,debit,Cash out,2023-02-03,Pkgtsgxok Sgxwag Pkgtsgxok  OFX5RXKST,LSP cash payout
a 1,146.45,USD,debit,Cash out,2023-02-03,Jpagtg U'Iuttux Jpagtg U'I  OU48Q4HQE,LSP cash payout
a 1,"1,278.15",USD,debit,Cash out,2023-02-03,Jgct Raiinkyo Rg Jgct Raiin  O4QKCQ97E,LSP cash payout
a 1,140.03,USD,debit,Cash out,2023-02-03,Soingkr Iuetk Soingkr Iu  OCHQ5H8BH,LSP cash payout
a 1,"13,827.57",USD,debit,Cash out,2023-02-03,Ggyos Iattotmngs Ggyos Iatt  O6H8BH6RE,LSP cash payout
a 1,"2,576.98",USD,debit,Cash out,2023-02-03,Yiuzz Rkjluxj Yiuzz Rkjl  O85QH5TM4,LSP cash payout
a 1,"2,743.28",USD,debit,Cash out,2023-02-03,Vgar Ifkin Vgar Ifkin  OCHQ5HP8G,LSP cash payout
a 2,"17,249.85",USD,credit,Cash in,2023-02-03,YZXOVK ZXGTYLKX YZ-F6T0E5Q9M5X2,Income
a 3,"3,853.20",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049622,Financing
a 3,"2,223.00",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049595,Financing
a 3,"3,056.62",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049520,Financing
a 3,"3,705.00",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049540,Financing
a 3,"22,478.81",USD,credit,Cash in,2023-02-03,GLLOXS OTI GazuVge 230202 MXUNTRGI3P77IAC,Financing
a 3,"1,111.50",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049527,Financing
a 3,"3,334.50",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049529,Financing
a 3,"3,482.70",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049539,Financing
a 3,"2,223.00",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049564,Financing
a 3,150.00,USD,debit,Cash out,2023-02-03,XGSV XKOSHAXYK P Mghxokrr 230202 I1605583,LSP Reimbursements Receivable
a 3,"3,596.07",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049581,Financing
a 3,"3,705.00",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049566,Financing
a 3,"5,038.80",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049532,Financing
a 3,"1,482.00",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049612,Financing
a 3,"3,334.50",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049627,Financing
a 3,"1,482.00",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049604,Financing
a 3,"1,852.50",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049576,Financing
a 3,"1,482.00",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049535,Financing
a 3,"2,223.00",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049558,Financing
a 3,"1,816.19",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049591,Financing
a 3,"2,964.00",USD,credit,Cash in,2023-02-03,NGZIN Coykzgiq GIN Vgeskt 000000000049568,Financing
c 6,157.32,USD,debit,Cash out,2023-02-02,YZXOVK  ZXGTYLKX  YZ-P,Income
a 1,"84,913.59",USD,credit,Cash in,2023-02-02,YZXOVK ZXGTYLKX YZ-D4U7C1G0Q6T8,Income
a 1,358.08,USD,credit,Cash in,2023-02-02,YZXOVK ZXGTYLKX YZ-V9P8V6A3A3G0,Income
a 1,15.95,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK I Vkzkx 230201 I1604361,LSP Reimbursements Receivable
a 1,185.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK X Rkhubozf 230201 I1601198,LSP Reimbursements Receivable
a 1,40.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK Y Lxgykx 230201 I1604389,LSP Reimbursements Receivable
a 1,481.46,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK H Euatm 230201 I1604314,LSP Reimbursements Receivable
a 1,38.37,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK M Lkxtgtjk 230202 I1605020,LSP Reimbursements Receivable
a 1,148.03,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK G Ixgtk 230202 I1604925,LSP Reimbursements Receivable
a 1,15.95,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK I Vkzkx 230201 I1604310,LSP Reimbursements Receivable
a 1,11.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK I Vkzkx 230201 I1601188,LSP Reimbursements Receivable
a 1,33.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK Y Lxgykx 230201 I1601152,LSP Reimbursements Receivable
a 1,17.70,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK J Raiinkyo 230201 I1602043,LSP Reimbursements Receivable
a 1,19.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK Y Lxgykx 230201 I1604396,LSP Reimbursements Receivable
a 1,60.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK Y Lxgykx 230201 I1604385,LSP Reimbursements Receivable
a 1,15.95,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK I Vkzkx 230201 I1604340,LSP Reimbursements Receivable
a 1,184.50,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK G Zxatjrk 230202 I1605087,LSP Reimbursements Receivable
a 1,15.95,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK I Vkzkx 230201 I1601203,LSP Reimbursements Receivable
a 1,95.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK Y Boiq 230201 I1604959,LSP Reimbursements Receivable
a 1,5.75,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK S Cuuj 230202 I1604980,LSP Reimbursements Receivable
a 1,55.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK S Cuuj 230202 I1604971,LSP Reimbursements Receivable
a 1,24.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK S Qgnt 230201 I1601180,LSP Reimbursements Receivable
a 1,50.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK Y Cotmu 230202 I1604915,LSP Reimbursements Receivable
a 1,15.95,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK I Vkzkx 230201 I1602038,LSP Reimbursements Receivable
a 1,27.50,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK S Cuuj 230202 I1604978,LSP Reimbursements Receivable
a 1,4.50,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK M Lkxtgtjk 230202 I1604998,LSP Reimbursements Receivable
a 1,148.03,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK G Ixgtk 230202 I1604921,LSP Reimbursements Receivable
a 1,148.03,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK G Ixgtk 230202 I1604923,LSP Reimbursements Receivable
a 1,107.13,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK J Rotzfkxo 230202 I1604967,LSP Reimbursements Receivable
a 1,10.40,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK I Vkzkx 230201 I1602048,LSP Reimbursements Receivable
a 1,"79,230.80",USD,credit,Cash in,2023-02-02,IUBKXKJ IGXK RRI GIN 230202 SGXH001,Financing
a 1,70.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK Y Boiq 230201 I1601161,LSP Reimbursements Receivable
a 1,41.18,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK G Yngrino 230202 I1604931,LSP Reimbursements Receivable
a 1,7.00,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK S Cuuj 230202 I1604917,LSP Reimbursements Receivable
a 1,15.95,USD,debit,Cash out,2023-02-02,XGSV XKOSHAXYK I Vkzkx 230201 I1604322,LSP Reimbursements Receivable
a 2,"31,190.38",USD,credit,Cash in,2023-02-02,YZXOVK ZXGTYLKX YZ-K2I6B3G0Z7A9,Income
a 8,24.61,USD,debit,Cash out,2023-02-02,SKXIN YBI HQIXJ LKKY 230131 899000004158216,Bank Charges & Fees/Currency changes
a 3,"1,482.00",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000020,Financing
a 3,"5,521.19",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000021,Financing
a 3,"1,852.50",USD,credit,Cash in,2023-02-02,NGZIN Coykzgiq GIN Vgeskt 000000000049287,Financing
a 3,"2,223.00",USD,credit,Cash in,2023-02-02,NGZIN Coykzgiq GIN Vgeskt 000000000049362,Financing
a 3,"1,582.26",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000002,Financing
a 3,"2,223.00",USD,credit,Cash in,2023-02-02,NGZIN Coykzgiq GIN Vgeskt 000000000049410,Financing
a 3,"1,852.50",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000012,Financing
a 3,"3,020.32",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000038,Financing
a 3,"2,074.80",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000028,Financing
a 3,"1,816.19",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000031,Financing
a 3,"1,333.80",USD,credit,Cash in,2023-02-02,NGZIN Coykzgiq GIN Vgeskt 000000000049342,Financing
a 3,"2,223.00",USD,credit,Cash in,2023-02-02,NGZIN Coykzgiq GIN Vgeskt 000000000049305,Financing
a 3,162.70,USD,debit,Cash out,2023-02-02,SM Zxayz 0000000406,Payroll
a 3,"1,176.76",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000018,Financing
a 3,"2,927.69",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000025,Financing
a 3,"2,964.00",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000037,Financing
a 3,"5,778.37",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000035,Financing
a 3,"3,705.00",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000022,Financing
a 3,259.35,USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000008,Financing
a 3,"1,216.50",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000006,Financing
a 3,"2,723.62",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000036,Financing
a 3,"2,826.69",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000001,Financing
a 3,"1,333.80",USD,credit,Cash in,2023-02-02,NGZIN Coykzgiq GIN Vgeskt 000000000049457,Financing
a 3,"3,097.71",USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000004,Financing
a 3,778.05,USD,debit,Cash out,2023-02-02,COYKZGIQ OTI RUGT 000000000000009,Financing
