account,amount,direction,description,label,day_of_week,bank
a 1,7.5035046020544,credit,cbl hp bul adg,a,Tuesday,a
a 1,2.772588722239781,debit,amb asg cbe cbr avd cpf,b,Tuesday,a
a 1,2.772588722239781,debit,amb asg cbe cbr avd bxa,b,Tuesday,a
a 1,5.508375678313591,debit,amb asg ub dp avd cgb,b,Tuesday,a
a 1,1.5686159179138452,debit,amb asg ip bip avd xl,b,Tuesday,a
a 1,8.137667722915,debit,bjx as,c,Tuesday,a
a 1,9.08130172896378,credit,awi ael auo ao btq bcd,d,Tuesday,a
a 1,1.4350845252893227,debit,amb asg cbe cw avd bsc,b,Tuesday,a
a 1,1.2809338454620642,debit,amb asg ip bmm avd bkf,b,Tuesday,a
a 1,2.70805020110221,debit,amb asg cbe cbr avd aiu,b,Tuesday,a
a 1,11.181534178432662,credit,awi ael auo clr btq bci,d,Tuesday,a
a 1,6.069882859242089,debit,amb asg qv bsa avd df,b,Tuesday,a
a 1,4.605170185988092,debit,amb asg ub bsw avd gg,b,Tuesday,a
a 1,5.298317366548036,debit,amb asg adq bjp avd blh,b,Tuesday,a
a 1,3.411807560774171,debit,amb asg ub dp avd y,b,Tuesday,a
a 1,5.406812962701336,debit,amb asg ip abx avd ds,b,Tuesday,a
a 1,5.991464547107982,debit,amb asg ub dp avd awq,b,Tuesday,a
a 1,5.086669980372253,debit,amb asg cma awc avd crh,b,Tuesday,a
a 1,11.895070221839914,credit,awi ael auo clr btq bci,d,Tuesday,a
a 1,5.251592568041801,debit,amb asg ub dp avd acm,b,Tuesday,a
a 1,5.251592568041801,debit,amb asg ub dp avd ccg,b,Tuesday,a
a 1,1.3862943611198906,debit,amb asg bwx agq avd qp,b,Tuesday,a
a 1,11.730300812135601,credit,buy aq vj,a,Tuesday,a
a 2,5.397438457415844,credit,cbl hp bul fa,a,Tuesday,a
a 2,10.655616123193534,credit,buy aq clp,a,Tuesday,a
a 3,5.579843027125901,debit,yg kr brz,c,Tuesday,a
a 3,8.847974982404322,credit,nj cdc ha avd bbe,d,Tuesday,a
a 3,7.706612913964197,credit,ky aqg clr ai bmu,d,Tuesday,a
a 3,1.541159071680806,credit,coe crp aax aev xm cma asa ama crp ou,e,Tuesday,a
a 3,7.904072718401827,credit,nj cdc ha avd mv,d,Tuesday,a
a 3,6.607352642120976,debit,yg bcc bac,c,Tuesday,a
a 3,7.115484639710624,debit,amb asg aic ov avd bvf,b,Tuesday,a
b 4,8.540841356321945,credit,cbl hp bul bpb arh,a,Tuesday,b
b 5,9.970038578476725,credit,cbl hp bul yh arh,a,Tuesday,b
a 1,7.015236544259938,debit,bfg aof pi bfg aof xp,f,Monday,a
a 1,4.442651256490317,debit,amb asg bwx bqe amp bek,b,Monday,a
a 1,5.0007869580414415,debit,amb asg cma bop amp bii,b,Monday,a
a 1,2.716018370751387,debit,amb asg cma ayv amp asd,b,Monday,a
a 1,5.834547544535754,debit,amb asg bw aqi amp cdl,b,Monday,a
a 1,4.685459017216894,debit,amb asg cma bop amp bxv,b,Monday,a
a 1,4.904756125442696,debit,amb asg ub dp amp bha,b,Monday,a
a 1,1.791759469228055,debit,amb asg bw cow amp bsu,b,Monday,a
a 1,5.833347679010845,debit,amb asg cbe ckf amp am,b,Monday,a
a 1,4.999169815986978,debit,amb asg cma bop amp cqw,b,Monday,a
a 1,1.9459101490553132,debit,amb asg gh cli amp bjs,b,Monday,a
a 1,4.029272565478386,debit,amb asg cma mr mj amp alx,b,Monday,a
a 1,5.834547544535754,debit,amb asg bw aqi amp byw,b,Monday,a
a 1,2.800325477211381,debit,amb asg bw cow amp cpl,b,Monday,a
a 1,2.4898941912990393,debit,amb asg afw bnj amp bqc,b,Monday,a
a 1,4.6016640466588035,debit,amb asg cma mr mj amp ahz,b,Monday,a
a 1,4.442651256490317,debit,amb asg bwx bqe amp cox,b,Monday,a
a 1,4.681204872264089,debit,amb asg cma bop amp dq,b,Monday,a
a 1,5.991464547107982,debit,amb asg ub dp amp buc,b,Monday,a
a 1,6.263398262591624,debit,amb asg bw cow amp cej,b,Monday,a
a 1,5.388020949629816,debit,amb asg ub dp amp gw,b,Monday,a
a 1,4.0943445622221,debit,amb asg cma mr mj amp g,b,Monday,a
a 1,5.040711761678725,debit,amb asg ub dp amp anu,b,Monday,a
a 1,11.859925588399332,debit,yg bcc bnz,c,Monday,a
a 1,6.647675403310604,debit,bjx as,c,Monday,a
a 1,5.2873069740279846,debit,amb asg ub dp amp zd,b,Monday,a
a 1,11.103305788582476,debit,yg kr cav,c,Monday,a
a 1,3.912023005428146,debit,amb asg gh cli amp lr,b,Monday,a
a 1,5.521460917862246,debit,amb asg bw aqi amp rf,b,Monday,a
a 1,4.999372101817545,debit,amb asg cma bop amp cpy,b,Monday,a
a 1,4.966125954110298,debit,amb asg ub dp amp bsl,b,Monday,a
a 1,5.521460917862246,debit,amb asg bw gx amp atd,b,Monday,a
a 1,4.904756125442696,debit,amb asg ub dp amp xe,b,Monday,a
a 1,6.630063140559704,debit,bjx as,c,Monday,a
a 1,4.622322244805657,debit,amb asg cma mr mj amp bwi,b,Monday,a
a 1,4.999372101817545,debit,amb asg cma bop amp cki,b,Monday,a
a 1,11.416526562722646,credit,buy aq bax,a,Monday,a
a 1,4.226687749209813,credit,buy aq xa,a,Monday,a
a 2,10.364334701371035,credit,buy aq axb,a,Monday,a
a 3,13.348096101914853,debit,yg bcc bkt,c,Monday,a
a 3,7.994294986415977,credit,ky aqg clr ai ro,d,Monday,a
a 3,5.192790170333112,debit,amb asg cma bos amp cfl,b,Monday,a
a 3,7.349937970025464,debit,ban cdc agj asp,d,Monday,a
a 3,5.59938445860994,debit,bqh ay agw,c,Monday,a
a 3,7.349937970025464,debit,ban cdc agj abb,d,Monday,a
a 3,7.070520178226873,debit,ban cdc agj kb,d,Monday,a
a 3,5.276174001862347,debit,ban cdc agj clo,d,Monday,a
a 3,8.910585718290132,credit,ky aqg clr ai om,d,Monday,a
a 3,7.968977178431688,credit,ky aqg clr ai bts,d,Monday,a
a 3,7.816960971133062,debit,ban cdc agj cal,d,Monday,a
a 3,6.655839241199091,debit,ban cdc agj bdf,d,Monday,a
a 3,7.619601536974566,debit,ban cdc agj bcs,d,Monday,a
a 3,7.706612913964197,debit,ban cdc agj bky,d,Monday,a
a 3,8.19139656712244,debit,ban cdc agj ast,d,Monday,a
a 3,6.005120873555468,debit,ban cdc agj aav,d,Monday,a
a 3,12.81750006920534,debit,yg bcc bsh,c,Monday,a
a 3,7.301147805856032,credit,ky aqg clr ai aey,d,Monday,a
a 3,9.234478684629261,credit,ky aqg clr ai awy,d,Monday,a
a 3,5.842587437533383,debit,ban cdc agj xn,d,Monday,a
a 3,8.217438537730187,credit,ky aqg clr ai bpz,d,Monday,a
a 3,4.395682961121367,debit,ban cdc agj bza,d,Monday,a
a 3,8.217438537730187,credit,ky aqg clr ai bls,d,Monday,a
a 3,7.373003870935633,credit,ky aqg clr ai apt,d,Monday,a
a 3,7.655319619576646,debit,ban cdc agj lf,d,Monday,a
a 3,7.301147805856032,debit,ban cdc agj aha,d,Monday,a
a 3,7.301147805856032,credit,ky aqg clr ai uk,d,Monday,a
a 3,6.698268054115413,debit,ban cdc agj bq,d,Monday,a
a 3,6.608000625296087,debit,ban cdc agj aya,d,Monday,a
a 3,12.713054481399517,debit,yg kr bcf,c,Monday,a
a 3,5.822749993720244,debit,ban cdc agj xc,d,Monday,a
a 3,5.997347210266137,debit,ban cdc agj bkj,d,Monday,a
a 3,8.348466800136592,debit,ban cdc agj nv,d,Monday,a
a 3,7.02011027612292,debit,ban cdc agj axp,d,Monday,a
a 3,8.26622870189962,debit,ban cdc agj anz,d,Monday,a
a 3,6.830344936925465,debit,ban cdc agj bsn,d,Monday,a
a 3,11.818304935571668,debit,yg kr asn,c,Monday,a
a 3,5.292953004048886,debit,amb asg avh nq amp afj,b,Monday,a
a 3,8.205365956495918,credit,ky aqg clr ai bdn,d,Monday,a
a 3,7.524291357170242,debit,ban cdc agj ckh,d,Monday,a
a 3,7.199648472205383,debit,ban cdc agj fb,d,Monday,a
a 3,7.6901442639448,debit,ban cdc agj akt,d,Monday,a
a 3,6.093547196426922,debit,bqh ay agw,c,Monday,a
a 3,6.775811197341288,debit,yg ate cmj,c,Monday,a
a 3,7.013465733404251,debit,ban cdc agj ali,d,Monday,a
a 3,8.233311886886478,credit,ky aqg clr ai kw,d,Monday,a
a 3,8.11207802207236,credit,ky aqg clr ai cer,d,Monday,a
a 3,13.815510557964274,debit,coe crp ait aqa ayl axt ama crp bxc,e,Monday,a
a 3,6.010163624540467,debit,ban cdc agj als,d,Monday,a
a 3,7.994294986415977,credit,ky aqg clr ai bdk,d,Monday,a
c 6,9.0280724137458,credit,buy aq co,a,Monday,c
a 1,3.5507661519843023,debit,amb asg adq ays bpc j,b,Friday,a
a 1,3.9110225050945626,debit,amb asg bie aqu bpc cng,b,Friday,a
a 1,3.7537304264335525,debit,amb asg ub eo bpc aiq,b,Friday,a
a 1,4.630545492319319,debit,amb asg cbe cqz bpc cau,b,Friday,a
a 1,3.9021746693733315,debit,amb asg cma bop bpc lv,b,Friday,a
a 1,5.043425116919247,debit,amb asg adq ays bpc zs,b,Friday,a
a 1,10.33227099601483,debit,yg bcc bbp,c,Friday,a
a 1,9.715135448489704,debit,yg kr bxk,c,Friday,a
a 1,5.08605193338101,debit,amb asg ip coy bpc nc,b,Friday,a
a 1,4.617493935676923,debit,amb asg cbe cqz bpc tc,b,Friday,a
a 1,11.364481835572905,credit,awi ael auo clr amp bci,d,Friday,a
a 1,5.085062262984157,debit,amb asg ub dp bpc crn,b,Friday,a
a 1,3.7316994512968646,debit,amb asg adq ays bpc auq,b,Friday,a
a 1,5.166898027681201,debit,amb asg ub dp bpc cpi,b,Friday,a
a 1,3.7537304264335525,debit,amb asg ub eo bpc lb,b,Friday,a
a 1,5.580823567255753,debit,amb asg ub eo bpc bir,b,Friday,a
a 1,2.533696813957432,debit,amb asg adq ays bpc bfc,b,Friday,a
a 1,11.339184509298624,credit,buy aq sa,a,Friday,a
a 1,4.086312390524837,credit,buy aq apd,a,Friday,a
a 2,10.35279728242071,credit,buy aq ad,a,Friday,a
a 3,4.427358444671965,debit,yg kr agd,c,Friday,a
a 3,8.782752346780248,credit,ky aqg clr ai con,d,Friday,a
a 3,7.014598694600135,debit,yg kr adj,c,Friday,a
a 3,9.259458101537833,credit,nj cdc ha bpc bzg,d,Friday,a
a 3,8.069523883982718,debit,yg bcc ccp,c,Friday,a
a 3,7.994294986415977,credit,ky aqg clr ai bkr,d,Friday,a
a 3,6.84450659231699,debit,yg bcc blm,c,Friday,a
a 3,4.415582293202092,debit,yg kr baj,c,Friday,a
a 3,7.524291357170242,credit,ky aqg clr ai adh,d,Friday,a
a 3,5.50967169728727,debit,yg kr ahk,c,Friday,a
a 3,5.920290727653457,debit,yg bcc zw,c,Friday,a
a 3,6.035026783733111,debit,yg bcc ayw,c,Friday,a
a 3,4.437934266612178,debit,yg kr ak,c,Friday,a
a 3,6.804281870505861,debit,yg bcc cpm,c,Friday,a
a 3,7.524291357170242,credit,ky aqg clr ai ahr,d,Friday,a
a 3,5.456004642383631,debit,yg kr acl,c,Friday,a
a 3,5.545607039690325,debit,yg kr bbm,c,Friday,a
a 3,6.716945801491828,debit,yg bcc bsi,c,Friday,a
a 3,8.479802802197678,credit,ky aqg clr ai bje,d,Friday,a
a 3,6.030541019089775,debit,yg bcc gi,c,Friday,a
c 6,7.781505874508667,credit,buy aq bgr,a,Friday,c
c 6,5.37291450475482,credit,cbl hp bul bmr,a,Thursday,c
a 1,4.409763389645481,debit,amb asg bie afk ss byv,b,Thursday,a
a 1,9.629018469472644,credit,cbl hp bul adg,a,Thursday,a
a 1,2.0320878452963655,debit,amb asg gh che ss bmd,b,Thursday,a
a 1,7.600902459542082,debit,coe crp bpd aqa kj bvm ama crp aow,e,Thursday,a
a 1,11.535978978874432,credit,awi ael auo clr bpc bci,d,Thursday,a
a 1,8.393342786444567,debit,bwy cgw bwy,f,Thursday,a
a 1,4.605170185988092,debit,amb asg bie afk ss aqz,b,Thursday,a
a 1,8.533263371593732,debit,coe crp hk aqa azq axs ama crp aos,e,Thursday,a
a 1,8.006367567650246,debit,amb asg bie bfn ss atf,b,Thursday,a
a 1,2.0320878452963655,debit,amb asg gh che ss blk,b,Thursday,a
a 1,2.0320878452963655,debit,amb asg gh che ss yi,b,Thursday,a
a 1,2.569554123848285,debit,amb asg gh che ss bqq,b,Thursday,a
a 1,2.244955980157409,debit,amb asg gh che ss axy,b,Thursday,a
a 1,12.490662880675233,credit,buy aq bfp,a,Thursday,a
a 1,5.016882406856722,credit,buy aq ass,a,Thursday,a
a 2,8.226594870843433,credit,cbl hp bul fa,a,Thursday,a
a 2,10.61940574449535,credit,buy aq kf,a,Thursday,a
a 3,8.62290364583835,credit,ky aqg clr ai bwq,d,Thursday,a
a 3,0.34358970439007686,credit,coe crp byk aev chg akj ama crp cic,e,Thursday,a
a 3,9.089448759698096,credit,nj cdc ha ss blz,d,Thursday,a
a 3,3.8282065193350356,debit,amb asg cbe cmv ss zf,b,Thursday,a
a 3,7.078004254541822,credit,ky aqg clr ai amq,d,Thursday,a
a 3,8.479802802197678,credit,ky aqg clr ai lg,d,Thursday,a
a 3,7.301147805856032,credit,ky aqg clr ai bnm,d,Thursday,a
a 3,7.301147805856032,credit,ky aqg clr ai pz,d,Thursday,a
a 3,6.384857073981877,credit,ky aqg clr ai aus,d,Thursday,a
a 3,7.706612913964197,credit,ky aqg clr ai avr,d,Thursday,a
a 3,4.3321796622793,debit,amb asg cma bos ss cab,b,Thursday,a
b 4,8.313773832949757,credit,cbl hp bul bpb arh,a,Thursday,b
b 5,10.155714841810402,credit,cbl hp bul yh arh,a,Thursday,b
c 6,8.773618315592309,credit,buy aq bvb,a,Thursday,c
a 1,5.123666316058301,debit,amb asg cma mr mj rq kl,b,Wednesday,a
a 1,4.716622111282234,debit,amb asg ub dp rq aog,b,Wednesday,a
a 1,6.075346031088684,debit,amb asg avh ahh rq bb,b,Wednesday,a
a 1,5.2873069740279846,debit,amb asg ub dp rq zh,b,Wednesday,a
a 1,9.369268763199337,debit,hx bzn hx btn dx,f,Wednesday,a
a 1,6.113682179832232,debit,amb asg avh ahh rq cfs,b,Wednesday,a
a 1,5.814339465220845,debit,cap cjv cap bkd alp,f,Wednesday,a
a 1,4.866379938108757,debit,amb asg bw aod rq ny,b,Wednesday,a
a 1,3.1780538303479458,debit,amb asg gh anm rq btc,b,Wednesday,a
a 1,5.257078618531439,debit,amb asg qv bzz rq bku,b,Wednesday,a
a 1,4.974178757085641,debit,amb asg ub dp rq azw,b,Wednesday,a
a 1,2.995732273553991,debit,amb asg ub ob rq bgw,b,Wednesday,a
a 1,4.9839490288337505,debit,amb asg ub dp rq cpq,b,Wednesday,a
a 1,5.220355825078324,debit,amb asg cma ayv ss bmi,b,Wednesday,a
a 1,2.4849066497880004,debit,amb asg gh anm rq aqn,b,Wednesday,a
a 1,5.442460999628096,debit,amb asg cbe bkn rq bxh,b,Wednesday,a
a 1,5.283406753812282,debit,cgk aqu cgk alf hc,f,Wednesday,a
a 1,8.626621422689867,debit,ahm bgm ahm aor aqv,f,Wednesday,a
a 1,5.052288942696368,debit,amb asg bw aod rq akc,b,Wednesday,a
a 1,2.8075938314384716,debit,amb asg avh ahh rq me,b,Wednesday,a
a 1,-0.5108256237659907,debit,amb asg ati baq rq bzt,b,Wednesday,a
a 1,4.203946072137182,debit,amb asg avh ahh rq azb,b,Wednesday,a
a 1,7.823946005855959,debit,oy bmm bie oy bla cnf,f,Wednesday,a
a 1,4.1734637666747,debit,amb asg ub dp rq nz,b,Wednesday,a
a 1,5.123785392028911,debit,amb asg cma mr mj rq ahl,b,Wednesday,a
a 1,4.511408806173617,debit,amb asg qv bzz rq pm,b,Wednesday,a
a 1,4.663533429285006,debit,amb asg cbe cqz rq biw,b,Wednesday,a
a 1,4.500142948120385,debit,amb asg qv bzz rq biy,b,Wednesday,a
a 1,4.274858931480352,debit,amb asg ati aqs rq ki,b,Wednesday,a
a 1,6.3303624109440335,debit,bkn aov cfc bkn ayd bim,f,Wednesday,a
a 1,1.2781522025001875,debit,amb asg gh anm rq sd,b,Wednesday,a
a 1,4.836837308243178,debit,amb asg cbe cqz rq bad,b,Wednesday,a
a 1,4.866379938108757,debit,amb asg bw aod rq aiy,b,Wednesday,a
a 1,5.298317366548036,debit,amb asg bw aod rq bbo,b,Wednesday,a
a 1,9.647050238942766,debit,ayi bj ayi cgc cbk,f,Wednesday,a
a 1,8.30844059183739,debit,bdc bvv cbt bdc cbe aue,f,Wednesday,a
a 1,4.781725147887709,debit,amb asg cbe bkc rq afu,b,Wednesday,a
a 1,2.1077860146889784,debit,amb asg ati baq rq cfw,b,Wednesday,a
a 1,4.038126882223872,debit,amb asg ub dp rq wt,b,Wednesday,a
a 1,4.988526008508154,debit,amb asg qv bzz rq bfd,b,Wednesday,a
a 1,4.175617282350837,debit,amb asg ub dp rq bhd,b,Wednesday,a
a 1,0.4054651081081644,debit,amb asg gh anm rq buf,b,Wednesday,a
a 1,4.550925171135695,debit,amb asg cbe cqz rq awg,b,Wednesday,a
a 1,1.252762968495368,debit,amb asg qv bzz rq cnu,b,Wednesday,a
a 1,4.661550519424199,debit,amb asg cbe cqz rq aly,b,Wednesday,a
a 1,3.7040143416982065,debit,amb asg qv bzz rq dj,b,Wednesday,a
a 1,8.854403726856363,debit,bjx as,c,Wednesday,a
a 1,4.77912349311153,debit,amb asg cbe ckf ss ph,b,Wednesday,a
a 1,5.604882526001319,debit,amb asg cma ayv ss anv,b,Wednesday,a
a 1,0.8329091229351039,debit,amb asg qv bzz rq alu,b,Wednesday,a
a 1,4.5208098373700185,debit,amb asg ati aqs rq bsg,b,Wednesday,a
a 1,4.74493212836325,debit,amb asg avh ahh rq caf,b,Wednesday,a
a 1,5.38247467455476,debit,amb asg afw bnj rq bi,b,Wednesday,a
a 1,6.279346599562429,debit,cns ats cns bjc art,f,Wednesday,a
a 1,12.270894142251377,credit,awi ael auo clr ss bci,d,Wednesday,a
a 1,2.9439125248241944,debit,amb asg avh ahh rq wk,b,Wednesday,a
a 1,1.1568811967920856,debit,amb asg cbe cw rq ke,b,Wednesday,a
a 1,6.559346079460437,debit,byq ig byq bum cds,f,Wednesday,a
a 1,5.635003865927631,debit,bqa bjb bqa bjb tm,f,Wednesday,a
a 1,5.2873069740279846,debit,amb asg ub dp rq aff,b,Wednesday,a
a 1,4.854293326261248,debit,amb asg cbe cqz rq cak,b,Wednesday,a
a 1,4.392224459650327,debit,amb asg avh ahh rq ccn,b,Wednesday,a
a 1,4.550502784645783,debit,amb asg cbe cqz rq bzs,b,Wednesday,a
a 1,2.8763855159214247,debit,amb asg avh ahh rq bsr,b,Wednesday,a
a 1,2.9317269435780786,debit,amb asg avh ahh rq vs,b,Wednesday,a
a 1,3.3141860046725258,debit,amb asg gh anm rq beb,b,Wednesday,a
a 1,2.847812143477369,debit,amb asg gh anm rq afs,b,Wednesday,a
a 1,0.8754687373538999,debit,amb asg hq bwf rq ant,b,Wednesday,a
a 1,6.656713670625348,debit,od cgp od bvt acu,f,Wednesday,a
a 1,1.9095425048844386,debit,amb asg afw bnj rq cge,b,Wednesday,a
a 1,2.580216829592325,debit,amb asg gh bbt ss amn,b,Wednesday,a
a 1,7.255796055544432,debit,bdc bvv cbt bdc cbe cfm,f,Wednesday,a
a 1,2.191653532286764,debit,amb asg gh anm rq aaj,b,Wednesday,a
a 1,5.19295685089021,debit,amb asg bw aod rq ahc,b,Wednesday,a
a 1,11.697051725639396,credit,buy aq ckj,a,Wednesday,a
a 2,10.433676589510853,credit,buy aq ol,a,Wednesday,a
a 3,5.449878983356574,debit,amb asg bwx ej rq cy,b,Wednesday,a
a 3,4.605170185988092,debit,coe crp a aqa hm gn ama crp azc,e,Wednesday,a
a 3,7.522443497081762,debit,ban cdc agj bza,d,Wednesday,a
a 3,7.288565607117601,credit,ky aqg clr ai cgz,d,Wednesday,a
a 3,7.706612913964197,credit,ky aqg clr ai bso,d,Wednesday,a
a 3,7.954775983164593,debit,ban cdc agj akt,d,Wednesday,a
a 3,6.9444728619172995,debit,ban cdc agj akq,d,Wednesday,a
a 3,3.714790835898437,debit,amb asg gh chp rq bfq,b,Wednesday,a
a 3,7.809472328766756,debit,ban cdc agj bst,d,Wednesday,a
a 3,7.6901442639448,debit,ban cdc agj als,d,Wednesday,a
a 3,7.586220200755941,credit,nj cdc ha rq cda,d,Wednesday,a
a 3,9.037666525993144,debit,ban cdc agj ckh,d,Wednesday,a
a 3,7.423156419089946,credit,nj cdc ha rq acg,d,Wednesday,a
a 3,8.11207802207236,debit,ban cdc agj lf,d,Wednesday,a
a 3,8.006870774353848,debit,ban cdc agj aya,d,Wednesday,a
a 3,2.8808824318750488,debit,amb asg cbe cmv rq bli,b,Wednesday,a
a 3,3.32862668882732,credit,coe crp axl aev bh xy ama crp bfk,e,Wednesday,a
a 3,7.301147805856032,debit,ban cdc agj asp,d,Wednesday,a
a 3,6.9444728619172995,credit,ky aqg clr ai aeq,d,Wednesday,a
a 3,5.286902463732738,debit,amb asg cbe cmv rq cqn,b,Wednesday,a
a 3,7.301147805856032,credit,ky aqg clr ai ajg,d,Wednesday,a
a 3,7.135878411576698,debit,ban cdc agj cal,d,Wednesday,a
a 3,7.994294986415977,credit,ky aqg clr ai yo,d,Wednesday,a
a 3,7.32045416015218,debit,ban cdc agj xn,d,Wednesday,a
a 3,7.504496179239029,debit,ban cdc agj bdf,d,Wednesday,a
a 3,7.6901442639448,debit,ban cdc agj bsn,d,Wednesday,a
a 3,7.358002529862195,debit,ban cdc agj ts,d,Wednesday,a
a 3,8.35587824272496,debit,ban cdc agj bmn,d,Wednesday,a
a 3,6.703310805100412,debit,ban cdc agj qs,d,Wednesday,a
a 3,7.524291357170242,credit,ky aqg clr ai chu,d,Wednesday,a
a 3,8.101129112133249,debit,ban cdc agj arg,d,Wednesday,a
a 3,5.1647859739235145,debit,amb asg gh chp rq byg,b,Wednesday,a
a 3,8.662124358991633,credit,ky aqg clr ai qb,d,Wednesday,a
a 3,7.504496179239029,debit,ban cdc agj bky,d,Wednesday,a
a 3,6.831144176610296,debit,ban cdc agj ali,d,Wednesday,a
a 3,7.601252398306371,debit,ban cdc agj xv,d,Wednesday,a
a 3,7.267637075468336,debit,ban cdc agj aav,d,Wednesday,a
a 3,7.619601536974566,credit,ky aqg clr ai blr,d,Wednesday,a
a 3,7.706612913964197,credit,ky aqg clr ai cjb,d,Wednesday,a
c 6,6.863050757197657,credit,buy aq du,a,Wednesday,c
a 1,0.9162907318741551,debit,amb asg abc bpo ih bqb,b,Tuesday,a
a 1,5.250963670164566,debit,amb asg gh che ih h,b,Tuesday,a
a 1,8.083507605111256,debit,bjx as,c,Tuesday,a
a 1,6.072283876209936,debit,amb asg bw clw ih bfu,b,Tuesday,a
a 1,1.9459101490553132,debit,amb asg cbe cbr ih fu,b,Tuesday,a
a 1,9.409140409757853,debit,bjx as,c,Tuesday,a
a 1,4.781725147887709,debit,amb asg cbe bkc ih cdd,b,Tuesday,a
a 1,8.035116980936232,debit,bjx as,c,Tuesday,a
a 1,5.788429948716486,debit,amb asg gh che ih bve,b,Tuesday,a
a 1,6.075346031088684,debit,amb asg bw cow ih bqx,b,Tuesday,a
a 1,0.4054651081081644,debit,amb asg bie bmb ih dh,b,Tuesday,a
a 1,8.993263381811934,debit,bjx as,c,Tuesday,a
a 1,1.8870696490323797,debit,amb asg cbe cw ih ago,b,Tuesday,a
a 1,6.636510700988699,credit,yg bfv ih bpf,c,Tuesday,a
a 1,5.179195935640173,debit,bjx as,c,Tuesday,a
a 1,5.547323577387973,debit,bjx as,c,Tuesday,a
a 1,4.528936879988502,debit,amb asg ip wu ih bgq,b,Tuesday,a
a 1,6.620073206530356,debit,amb asg hq bwf ih atq,b,Tuesday,a
a 1,1.6094379124341003,debit,amb asg bie cnk ih bmp,b,Tuesday,a
a 1,8.874088311114509,debit,bjx as,c,Tuesday,a
a 1,5.250963670164566,debit,amb asg gh che ih aif,b,Tuesday,a
a 1,10.793168770738417,credit,awi ael auo clr rq bci,d,Tuesday,a
a 1,2.0794415416798357,debit,amb asg ip coy ih bpg,b,Tuesday,a
a 1,5.250963670164566,debit,amb asg gh che ih bty,b,Tuesday,a
a 1,3.8066624897703196,debit,amb asg avh ahh ih amm,b,Tuesday,a
a 1,2.3513752571634776,debit,amb asg bw clw ih ys,b,Tuesday,a
a 1,5.4638318050256105,debit,amb asg gh che ih brn,b,Tuesday,a
a 1,2.302585092994046,debit,amb asg bie cnk ih axm,b,Tuesday,a
a 1,11.396073171039353,credit,buy aq fi,a,Tuesday,a
a 2,9.424297860310118,credit,buy aq bfz,a,Tuesday,a
a 3,7.236605685971544,credit,ky aqg clr ai oq,d,Tuesday,a
a 3,7.706612913964197,credit,ky aqg clr ai avk,d,Tuesday,a
a 3,7.555810946920272,credit,nj cdc ha ih qj,d,Tuesday,a
a 3,7.524291357170242,credit,ky aqg clr ai bmz,d,Tuesday,a
a 3,7.137214842233496,debit,bhf yl ci adk bhf yl bbw,c,Tuesday,a
a 3,0.06765864847381486,credit,coe crp bfj aev cba byd ama crp bru,e,Tuesday,a
a 3,7.301147805856032,credit,ky aqg clr ai un,d,Tuesday,a
a 3,8.054919608232412,credit,ky aqg clr ai aje,d,Tuesday,a
a 3,7.994294986415977,credit,ky aqg clr ai mf,d,Tuesday,a
a 3,7.655319619576646,credit,ky aqg clr ai gm,d,Tuesday,a
a 3,8.217438537730187,credit,ky aqg clr ai axx,d,Tuesday,a
a 3,7.301147805856032,credit,ky aqg clr ai ase,d,Tuesday,a
a 3,6.608000625296087,credit,ky aqg clr ai btz,d,Tuesday,a
a 3,8.464298615661713,credit,ky aqg clr ai bqm,d,Tuesday,a
a 3,8.62290364583835,credit,ky aqg clr ai brk,d,Tuesday,a
c 6,5.786283696167945,credit,buy aq alc,a,Tuesday,c
a 1,7.06179738148652,debit,xw bno xw bwx agu,f,Friday,a
a 1,9.411154875279308,debit,bqt afr bqt gd il,f,Friday,a
a 1,6.279346599562429,debit,cre acj cre aul awu,f,Friday,a
a 1,7.935902183977742,debit,cpo col cpo fe cgi,f,Friday,a
a 1,7.916450154041684,debit,bxq kk bxq azr bbv,f,Friday,a
a 1,6.4564399308892835,debit,bkc ew bog bkc bsd nf,f,Friday,a
a 1,9.61531802796553,debit,ahm bgm ahm aor bll,f,Friday,a
a 1,5.930705541262418,debit,anq ata anq cjt dv,f,Friday,a
a 1,7.980050970443732,debit,cmt apr cmt ati aah,f,Friday,a
a 1,7.087932872461681,debit,ars avn ars hg rl,f,Friday,a
a 1,6.7383538961142575,debit,ahy aam z ahy bog cgx,f,Friday,a
a 1,7.21269261931628,debit,caw mn caw cct aid,f,Friday,a
a 1,8.106755741681516,debit,be gp be vr biv,f,Friday,a
a 1,6.204759762367377,debit,cgn avn cgn avn bre,f,Friday,a
a 1,6.146093683885028,debit,cio cjf cio cjf abr,f,Friday,a
a 1,8.73789696890126,debit,beo cdn beo amt bgf,f,Friday,a
a 1,8.074375064926564,debit,abg cca adi abg cca gh ckw,f,Friday,a
a 1,7.608036948442682,debit,xj ub cel iq xj ub lm o,f,Friday,a
a 1,8.150923796148849,debit,cho awn cho brb bwl,f,Friday,a
a 1,7.402396641263609,debit,zn qx zn fc yt,f,Friday,a
a 1,5.585374243605899,debit,axo apq axo gh att,f,Friday,a
a 1,6.734888880958938,debit,bmg aal bmg bue bxw,f,Friday,a
a 1,8.205423323435367,debit,arq aae arq aoj bsb,f,Friday,a
a 1,8.59541085008514,debit,ayc cji ayc sn og,f,Friday,a
