account,amount,direction,description,label,day_of_week,bank
a 3,8.101129112133249,debit,ban cdc agj cal,d,Monday,a
a 3,7.562842272717542,debit,ban cdc agj axp,d,Monday,a
a 3,7.5994714361163,debit,ban cdc agj ayg,d,Monday,a
a 3,8.121807118749738,debit,ban cdc agj arg,d,Monday,a
a 3,7.504496179239029,debit,ban cdc agj bza,d,Monday,a
a 3,7.396457985660357,debit,ban cdc agj bdf,d,Monday,a
a 3,7.779086301120318,debit,ban cdc agj aya,d,Monday,a
a 3,7.637620042477245,debit,ban cdc agj bat,d,Monday,a
a 3,8.11207802207236,credit,ky aqg clr ai mh,d,Monday,a
a 3,7.3739328481860085,debit,ban cdc agj ckh,d,Monday,a
c 6,5.1397904583197995,credit,buy aq fr,a,Friday,c
a 1,11.519501098029913,credit,buy aq bmt,a,Friday,a
a 1,5.96128880459792,credit,buy aq can,a,Friday,a
a 1,5.416633593366079,debit,od ayv od bhi cmo,f,Friday,a
a 1,7.8118762589092,debit,bfr akz bfr bwx abt,f,Friday,a
a 1,9.103218305698695,debit,jo kd nx jo kd,f,Friday,a
a 1,8.017808536125832,debit,cgk aqu cgk alf cig,f,Friday,a
a 1,6.275439757628437,debit,cio nr hv cio nr bzf zp,f,Friday,a
a 1,8.798561876311426,debit,aam jm baa cik aam jm brh,f,Friday,a
a 1,7.3433809499851534,debit,bqa bjb bqa bjb bvg,f,Friday,a
a 1,7.94048414253462,debit,bzc aft bzc wi bda,f,Friday,a
a 1,8.547215963676948,debit,arq aae arq aoj ceo,f,Friday,a
a 1,8.85176648332552,debit,gf bor gf asm brw,f,Friday,a
a 1,8.006334233761345,debit,bqy aam bqy bog cnv,f,Friday,a
a 1,6.579237323024761,debit,mw aam jm boo mw aam bwm caz,f,Friday,a
a 1,9.595008038124107,debit,bxy bsm bxy amx jv,f,Friday,a
a 1,6.524927013279501,debit,xk crl xk ah avv,f,Friday,a
a 1,7.9550847995230844,debit,s axn s vo crm,f,Friday,a
a 1,6.620273186533022,debit,cnl aru cnl uz fj,f,Friday,a
a 1,9.269391049910192,debit,aqt aov aqt aov bgt,f,Friday,a
a 1,5.554082984679502,debit,mw aam jm boo mw aam bwm cj,f,Friday,a
a 1,6.691463202617029,debit,bvq aam fn gh bvq aam bqg,f,Friday,a
a 1,8.289798115164325,debit,brp aam bwh brp bog anr,f,Friday,a
a 1,8.998579293826436,debit,boy bbx ub boy cgp bto,f,Friday,a
a 1,5.793409871325028,debit,va biz va dw bba,f,Friday,a
a 1,6.534689594920632,debit,cia xz cia cjd js,f,Friday,a
a 1,7.0648444942249125,debit,xj pe xj cmx ut,f,Friday,a
a 1,6.032486521630903,debit,bzc bf bzc bt aoh,f,Friday,a
a 1,8.286428170345497,debit,ajc kp ajc bav cnd,f,Friday,a
a 1,6.888246208593912,debit,auj aqe auj apf bpx,f,Friday,a
a 1,7.061805953809062,debit,caw bur caw cmy byf,f,Friday,a
a 1,7.91646474172093,debit,kj aal kj chm vm,f,Friday,a
a 1,7.619596629589197,debit,ccw ckf ccw bas,f,Friday,a
a 1,6.339971221378864,debit,ez awc ez vn bkl,f,Friday,a
a 1,9.027628338956308,debit,byu caa byu fl ccd,f,Friday,a
a 1,8.896744074402525,debit,gf afx gf bmf ato,f,Friday,a
a 1,6.838662402494852,debit,ahp bqw ahp aul go,f,Friday,a
a 1,4.758749273916392,debit,bhu bnj bhu bil ct,f,Friday,a
a 1,9.495632089805326,debit,ayp aas ayp auf btt,f,Friday,a
a 1,9.140431724151197,debit,bqt afr bqt gd amd,f,Friday,a
a 1,8.21967086205293,debit,bop cfo bop bnp jc,f,Friday,a
a 1,8.928151185963998,debit,ccj atg ccj cnh bjn,f,Friday,a
a 1,8.350819784130563,debit,alb aam alb bog axi,f,Friday,a
a 1,8.008997439836262,debit,id ajz id azs xx,f,Friday,a
a 1,6.009844594389412,debit,cho awn cho brb air,f,Friday,a
a 1,5.393809348007257,debit,bpk wx bpk btu,f,Friday,a
a 1,7.099449442022756,debit,ark st ark st awd,f,Friday,a
a 1,5.953451104909766,debit,aku brs aku alo bxs,f,Friday,a
a 1,7.476347798092318,debit,chv bec chv em arl,f,Friday,a
a 1,7.696448975053287,debit,dg cbu dg bdt afn,f,Friday,a
a 1,6.276925404487053,debit,ahm bgm ahm aor amh,f,Friday,a
a 1,6.907115074094714,debit,cmt apr cmt ati gq,f,Friday,a
a 1,9.244130984164974,debit,aam jm baa bpt aam jm crc,f,Friday,a
a 1,6.8833498751433835,debit,wz xq wz im aun,f,Friday,a
a 1,8.193123721512068,debit,cfp azi cfp bkd my,f,Friday,a
a 1,7.982228551796921,debit,cpo col cpo fe bau,f,Friday,a
a 1,8.910249629429934,debit,caw btr caw bmx apl,f,Friday,a
a 1,7.306175630963597,debit,od cgp od bvt cdp,f,Friday,a
a 1,8.676005560096764,debit,bww aze bww asi ayu,f,Friday,a
a 1,8.784359752530381,debit,qf cod qf cd asw,f,Friday,a
a 1,7.1576809656298375,debit,cpv bhk cpv rm,f,Friday,a
a 1,8.076064635577119,debit,aam jm baa vr aam jm baz,f,Friday,a
a 1,5.541263545158426,debit,amb asg bie bmb sz azu,b,Friday,a
a 1,6.531562524325989,debit,bws bj bws bj cmb,f,Friday,a
a 1,7.165493475060845,debit,bwe anf bwe io aym,f,Friday,a
a 1,6.032486521630903,debit,bg bcb bg bcb an,f,Friday,a
a 1,5.940065984021982,debit,aeg dt aeg rt np,f,Friday,a
a 1,8.031378828653812,debit,cns ats cns bjc sf,f,Friday,a
a 1,5.106127275555476,debit,boj nx ie boj ub,f,Friday,a
a 1,7.000835701998149,debit,ciz cfq ciz chq ari,f,Friday,a
a 1,5.393809348007257,debit,ayb pv ayb ne cqp,f,Friday,a
a 1,7.62011177360787,debit,uc fg uc ja boi,f,Friday,a
a 1,6.840546529288687,debit,ok anm ok qz,f,Friday,a
a 1,5.799304753178124,debit,aam jm baa avi aam jm aio,f,Friday,a
a 1,8.405836959543333,debit,ayi bj ayi cgc cle,f,Friday,a
a 1,6.993951323678709,debit,gf bss gf ot ef,f,Friday,a
a 1,9.256623586848715,debit,bwk blp bwk cjz awa,f,Friday,a
a 1,8.217986295915397,debit,kj adr kj adr cfi,f,Friday,a
a 1,7.561470123998363,debit,cmh bym cmh bym e,f,Friday,a
a 1,8.766970883967852,debit,bzc cli bzc ben bia,f,Friday,a
a 1,11.069474804583427,debit,hx bzn hx btn agz,f,Friday,a
a 1,7.19469207378351,debit,bkn aov cfc bkn ayd azz,f,Friday,a
a 1,7.477010175371521,debit,azx clm azx jb cnc,f,Friday,a
a 1,6.551280315046071,debit,ccw ckl ccw cbm,f,Friday,a
a 1,4.161847435323687,debit,amb asg hq chb sz chl,b,Friday,a
a 1,6.310118258229183,debit,bew hl bew afc ady,f,Friday,a
a 1,5.67582871697455,debit,xk bu xk bpn so,f,Friday,a
a 1,7.5136601467979345,debit,cnp cnp azh cnp bhe cqo,f,Friday,a
a 1,9.227823644981786,debit,bih xd mc bih xd bie bfe,f,Friday,a
a 1,7.1695732404071375,debit,gb aam bdt gb apk,f,Friday,a
a 1,8.725065529054197,debit,axh aaq axh su aca,f,Friday,a
a 1,5.63885276590362,debit,ii ahb ii asm bht,f,Friday,a
a 1,8.14241828411177,debit,asx cai asx bvt cat,f,Friday,a
a 1,5.178181565308056,debit,mw bcg aam bxl mw bcg aam,f,Friday,a
a 1,8.26220287246268,debit,bzc cjs bzc vr aag,f,Friday,a
a 1,6.012296056687915,debit,apm cmk apm bma beq,f,Friday,a
a 1,6.684811707670594,debit,adf lu adf bbr bsy,f,Friday,a
a 1,7.70489754342208,debit,bri bal bri asm bmj,f,Friday,a
a 1,7.80760763810423,debit,yg bzq sz bap,c,Friday,a
a 1,8.240279596892199,debit,ir avn ir hg bjh,f,Friday,a
a 1,6.214608098422191,debit,bix aam bov bix aam ie bnr,f,Friday,a
a 1,4.841743157613962,debit,fd cra fd ri azf,f,Friday,a
a 1,9.052287923473166,debit,aam jm baa aul aam jm and,f,Friday,a
a 1,6.724937599139492,debit,abl ld aat abl ld bw bcx,f,Friday,a
a 1,10.151039578516377,debit,bbs ade bbs buz ald,f,Friday,a
a 1,8.03051043566282,debit,ala axw ala qv cix,f,Friday,a
a 1,7.675754797444011,debit,azn bbg cbe azn bis bji,f,Friday,a
a 1,7.432448304328294,debit,arb aat arb fp cqj,f,Friday,a
a 1,7.092823061444117,debit,byq ckn byq aej ia,f,Friday,a
a 1,6.012296056687915,debit,bwg cpn bwg hq bcy,f,Friday,a
a 1,6.127807608285275,debit,mq lk mq ho nn,f,Friday,a
a 1,4.605170185988092,debit,xh bed bov xh bxz agp,f,Friday,a
a 1,8.67723505551911,debit,cfd bhl cfd cqg v,f,Friday,a
a 1,5.105521141460061,debit,mw aam jm boo mw aam bwm cml,f,Friday,a
a 1,8.61645555105899,debit,bey cfh bey aao ceq,f,Friday,a
a 1,2.3504224224082058,debit,aib bks aib btj ceu,f,Friday,a
a 1,7.132697212237726,debit,cfp aaw cfp bfi ciu,f,Friday,a
a 1,6.170509909700393,debit,bzc afb bzc cde akw,f,Friday,a
a 1,9.340369890189569,debit,cby cnk cby ip aol,f,Friday,a
a 1,8.549199481551195,debit,je sy je pb acy,f,Friday,a
a 1,8.613749866749393,debit,acp cdk acp bpt bye,f,Friday,a
a 1,7.226412625733238,debit,ahy aam z ahy bog bin,f,Friday,a
a 1,7.135886371807386,debit,aip ahv ie aip bma ado,f,Friday,a
a 1,7.394228782183767,debit,ba buo ba bnh aoi,f,Friday,a
a 1,5.703682469655868,debit,cho bqv cho atc aln,f,Friday,a
a 1,8.902692298883524,debit,cgq cnq cgq bwx cck,f,Friday,a
a 1,8.627717949390506,debit,hy ahd hy cgy,f,Friday,a
a 1,6.36655635469425,debit,caw mn caw cct bez,f,Friday,a
a 1,6.8263825205163995,debit,hi aam auo hi bog bfs,f,Friday,a
a 1,6.1455152219349065,debit,ccw ckf ccw qt,f,Friday,a
a 1,6.695180679017161,debit,adp ahe adp bz acq,f,Friday,a
a 1,5.731040898427028,debit,apw bcb apw ape axu,f,Friday,a
a 1,7.639064920636431,debit,cjj bjv cjj ckm abs,f,Friday,a
a 1,7.55057185951032,debit,wz wn wz kx yp,f,Friday,a
a 1,7.347711986875576,debit,alh aj alh cgv btw,f,Friday,a
a 1,8.37115881841345,debit,ajs bo ajs iu cjy,f,Friday,a
a 1,9.89745137139469,debit,hl aam hl bog sc,f,Friday,a
a 1,6.624755560514561,debit,hx jn hx akg cri,f,Friday,a
a 1,7.195337346433584,debit,ba agt ba cpz rr,f,Friday,a
a 1,7.181493080409371,debit,bws box bws blx bra,f,Friday,a
a 1,4.522114610850766,debit,amb asg hq chb sz nt,b,Friday,a
a 1,9.618963820605307,debit,bpp bj bpp fk,f,Friday,a
a 1,7.96565667806872,debit,dm lc dm ati bth,f,Friday,a
a 1,5.384724394288775,debit,kv ayb kv afv,f,Friday,a
a 1,8.214768309174309,debit,ac ji ac buk cez,f,Friday,a
a 1,9.296359340024251,debit,cid or cid btf cfj,f,Friday,a
a 1,8.952082464871092,debit,atz aqs atz bwx aza,f,Friday,a
a 1,7.822244388909664,debit,bzb bfy bzb clt bv,f,Friday,a
a 1,8.681897132037617,debit,apw bol apw buw aez,f,Friday,a
a 1,7.80170223758181,debit,beo cdn beo amt bph,f,Friday,a
a 1,7.340660441515692,debit,bfo aie bfo jb uu,f,Friday,a
a 1,8.753207162406966,debit,asu qm asu hb cfr,f,Friday,a
a 1,8.514214760290612,debit,bzk awm bzk chx cmn,f,Friday,a
a 1,7.808794292447567,debit,hx do hx ckx cib,f,Friday,a
a 1,8.116808157851231,debit,bgc on bgc aw cf,f,Friday,a
a 1,8.20379391499289,debit,bbb yj bbb fl bs,f,Friday,a
a 1,6.30980918136658,debit,u yy u atk bvs,f,Friday,a
a 1,6.122690158460855,debit,aam jm baa bwu aam jm um,f,Friday,a
a 1,6.866829112369492,debit,zn qx zn fc wb,f,Friday,a
a 1,7.913180798479683,debit,bqi ahh bqi fs bdu,f,Friday,a
a 1,8.174266167405008,debit,cns abq cns abq cp,f,Friday,a
a 1,7.937920975496994,debit,abz ana abz aes cgj,f,Friday,a
a 1,7.010690856853459,debit,bpp abl bpp cdq,f,Friday,a
a 1,8.642046286310311,debit,cap cjv cap bkd aop,f,Friday,a
a 1,5.904653150121018,debit,lt bnk lt aut ace,f,Friday,a
a 1,8.003613779453625,debit,byi bmm byi bm axv,f,Friday,a
a 1,6.715007558144356,debit,anh aie anh aie cqk,f,Friday,a
a 1,8.693313895935248,debit,cld abp cld sk aqq,f,Friday,a
a 1,8.162111263667466,debit,aam jm baa fs aam jm cqv,f,Friday,a
a 1,5.242751801098328,debit,amb asg ub dp sz bce,b,Friday,a
a 1,8.961844396693941,debit,ael aam cjk ael aam hq bid,f,Friday,a
a 1,6.032486521630903,debit,cgn avn cgn avn cgh,f,Friday,a
a 1,8.165647925297504,debit,jy aam jm jy aam ae,f,Friday,a
a 1,7.904903156016332,debit,zv cev zv di cro,f,Friday,a
a 1,6.478724672851264,debit,apv cgp apv cc azv,f,Friday,a
a 1,6.086683813688916,debit,gr bom gr bvu zq,f,Friday,a
a 1,5.752604384353485,debit,aam jm baa qc aam jm xr,f,Friday,a
a 1,7.5233894661083065,debit,zi gv zi cjo,f,Friday,a
a 1,6.175576167448433,debit,aam jm baa ben aam jm arz,f,Friday,a
a 1,5.178125181219631,debit,btx ble btx ble tq,f,Friday,a
a 1,7.183293917487226,debit,nm ada nm wg bxd,f,Friday,a
a 1,9.334043626281725,debit,ahp bqw ahp aul but,f,Friday,a
a 1,6.646286613346259,debit,azd dl azd rb agi,f,Friday,a
a 1,7.628527354154202,debit,bih ma bih bvh ox,f,Friday,a
a 1,6.166236846496772,debit,va ccc va td atb,f,Friday,a
a 1,5.249494701850468,debit,aml aji aml bp chw,f,Friday,a
a 1,6.869741836783921,debit,xw bno xw bwx aom,f,Friday,a
a 1,6.376080480480185,debit,cfa ib cfa bwx cmw,f,Friday,a
a 1,9.051839242651663,debit,bzk bwn bzk cou cna,f,Friday,a
a 1,7.700951393693581,debit,cfk ahs cfk bpy dr,f,Friday,a
a 1,7.625365777553778,debit,aam arx baa cik aam arx bme,f,Friday,a
a 1,9.354289189318845,debit,cbs aam cja cbs bog cmc,f,Friday,a
a 1,8.542026281943999,debit,bvl cjx bvl cbe brr,f,Friday,a
a 1,7.641694053600248,debit,aua bip aua pp,f,Friday,a
a 1,6.204759762367377,debit,qd hu qd cek aci,f,Friday,a
a 1,8.746158165321718,debit,cb boe cb gc ccv,f,Friday,a
a 1,7.405696250983133,debit,cbi bzy cbi bzo anx,f,Friday,a
a 1,7.989716369381093,debit,bzv cif bzv afw aju,f,Friday,a
a 1,7.898823187614084,debit,up cjh up tp bvw,f,Friday,a
a 1,8.659673175696952,debit,wh cly wh adt bvp,f,Friday,a
a 1,7.259903994988358,debit,bjq qh bjq bwt axe,f,Friday,a
a 1,9.29811312571163,debit,dm cgu dm hq xb,f,Friday,a
a 1,7.163838319338145,debit,mw aam jm boo mw aam bwm cfy,f,Friday,a
a 1,7.958741225976608,debit,ze bwv ze bwv aeu,f,Friday,a
a 1,6.864868654579665,debit,wr ckf wr hj ccz,f,Friday,a
a 1,6.024149525725334,debit,aam jm baa bqk aam jm bco,f,Friday,a
a 1,6.884640171476086,debit,mw we aam mw bwd cew,f,Friday,a
a 1,4.484018984423941,debit,amb asg hq chb sz cdr,b,Friday,a
a 1,6.772416539804625,debit,ls vk ls bql tn,f,Friday,a
a 1,5.853351244978348,debit,bgj bkc bgj pc avb,f,Friday,a
a 1,8.179597924432422,debit,ahx brv amy bdt ahx brv bud bbh,f,Friday,a
a 1,8.322829012453406,debit,aam jm baa bay aam jm uf,f,Friday,a
a 1,8.114925964630743,debit,aam cga baa bw aam jm cos,f,Friday,a
a 1,2.5006159434931803,debit,ayc cji ayc sn bkz,f,Friday,a
a 1,7.23022276239088,debit,ask cop ask lh aqc,f,Friday,a
a 1,5.86152668999359,debit,kj qq kj qq b,f,Friday,a
a 1,6.67914682223686,debit,bzc byz bzc bgb md,f,Friday,a
a 1,7.585717753216879,debit,cdv bnu cdv fo beg,f,Friday,a
a 1,7.684958640905986,debit,bki boq bki cg yc,f,Friday,a
a 1,7.9142120732558485,debit,aam jm baa cr aam jm cqu,f,Friday,a
a 1,7.0397129339308675,debit,cpr akn cpr bma axc,f,Friday,a
a 1,6.733604252313478,debit,yr bfm yr awf yf,f,Friday,a
a 1,9.285924539731123,debit,bzc aft bzc wi fz,f,Friday,a
a 1,8.439419740364523,debit,mw cah z mw ayt acb,f,Friday,a
a 1,9.401425086565286,debit,mw cjn aam mw amc beu,f,Friday,a
a 1,6.383151842222802,debit,bng ch bng bjt xs,f,Friday,a
a 1,9.740248363713869,debit,dl cqq aam dl aoy byy,f,Friday,a
a 1,6.032486521630903,debit,bmg acs bmg bkh cbx,f,Friday,a
a 1,6.734888880958938,debit,byx buq byx bw bln,f,Friday,a
a 1,5.858133134486126,debit,bjk aga bjk aad bnn,f,Friday,a
a 1,8.58162420677527,debit,aii aiw aii pb cao,f,Friday,a
a 1,7.7189210230151675,debit,cnl ks cnl ave bex,f,Friday,a
a 1,6.984429241878213,debit,bsw nx cdb bsw bog,f,Friday,a
a 1,6.8995920503101855,debit,op nx auo op nx iq anb,f,Friday,a
a 1,9.162286037018022,debit,cbv bjl cbv bcp cqd,f,Friday,a
a 1,7.831339349683757,debit,clq awb clq cdh,f,Friday,a
a 1,6.551280315046071,debit,ccw ckl ccw vp,f,Friday,a
a 1,9.362149455262008,debit,aeb ey aeb brl bx,f,Friday,a
a 1,8.366060951512242,debit,abg cca adi abg cca gh anw,f,Friday,a
a 1,7.758675143414624,debit,bzc wx bzc qn aap,f,Friday,a
a 1,8.5586325953001,debit,aam jm baa pf aam jm beh,f,Friday,a
a 1,8.47534775669301,debit,cmt apr cmt ati add,f,Friday,a
a 1,4.3212144952771245,debit,au amw au amw awj,f,Friday,a
a 1,8.582488301268372,debit,vh acn vh tf of,f,Friday,a
a 1,7.9792772495266515,debit,bjk abh bjk bgy mm,f,Friday,a
a 1,3.4949912609485163,debit,amb asg bma cn sz bea,b,Friday,a
a 1,6.63074934652759,debit,sg ccb sg nh ht,f,Friday,a
a 1,7.563055202765632,debit,awh bfw awh gk,f,Friday,a
a 1,7.793368222783556,debit,be gp be vr bho,f,Friday,a
a 1,8.67375923761048,debit,aqy aam z aqy bog lo,f,Friday,a
a 1,7.767429097437347,debit,bqp gx bqp bgh vx,f,Friday,a
a 1,6.82078026496773,debit,cld ye cld bdo cjr,f,Friday,a
a 1,7.558240231163002,debit,cqb avz cqb et ya,f,Friday,a
a 1,8.751594733075628,debit,arq cqz arq wc cku,f,Friday,a
a 1,8.081459579287788,debit,bop cjx bop py ve,f,Friday,a
a 1,7.697420999893741,debit,ars avn ars hg ayn,f,Friday,a
a 1,8.477736930523765,debit,cfp avl cfp cc cni,f,Friday,a
a 1,6.310136436246507,debit,zm acr zm bdp km,f,Friday,a
a 1,8.425737772465654,debit,axw f axw hj ee,f,Friday,a
a 1,6.437959628107401,debit,bmg aal bmg bue aph,f,Friday,a
a 1,9.081103743634529,debit,ahm bgm ahm aor cky,f,Friday,a
a 1,6.4113748196476426,debit,cbs acj cbs aul agc,f,Friday,a
a 1,8.393709437498721,debit,ajr jt ajr bie cdg,f,Friday,a
a 1,8.533316509327735,debit,ahi hs ahi avy vv,f,Friday,a
a 1,6.241133177361547,debit,cey ags cey hq oj,f,Friday,a
a 1,5.10594547390058,debit,aam jm baa aul aam jm bju,f,Friday,a
a 1,9.024930852328701,debit,byq ig byq bum bns,f,Friday,a
a 1,7.902620564395706,debit,aod aov aod cx awl,f,Friday,a
a 1,8.64627921802602,debit,bsz bsf bsz hq cbd,f,Friday,a
a 1,8.413213943590849,debit,bko jw bko ayf agr,f,Friday,a
a 1,6.854607634771245,debit,atz aqs atz bwx blf,f,Friday,a
a 1,8.242819501614838,debit,bww mr mj bww mr jd,f,Friday,a
a 1,10.061930436234404,debit,cno arr cno avh cpa,f,Friday,a
a 1,7.110900183789657,debit,bxq kk bxq azr ei,f,Friday,a
a 1,6.313765413955378,debit,od cpu od bjw cof,f,Friday,a
a 1,9.025365297716665,debit,mw sq z mw akx bej,f,Friday,a
a 1,6.807028455615654,debit,ami bka ami bpa asy,f,Friday,a
a 1,7.927771590734687,debit,gu aam caq gu cff,f,Friday,a
a 1,7.347048380505084,debit,cnl aru cnl uz akk,f,Friday,a
a 1,8.266878834325965,debit,arc bpl arc ep cnm,f,Friday,a
a 1,7.9708889109289585,debit,bvl bdq bvl abc bsp,f,Friday,a
a 1,8.696251094949595,debit,bwz cpx bwz bpt sx,f,Friday,a
a 1,8.242866865922684,debit,byo ld bjo byo ld bgp,f,Friday,a
a 1,6.711545728908009,debit,dz awt dz bzf asj,f,Friday,a
a 1,8.28272070941664,debit,tk aqf tk cim,f,Friday,a
a 1,7.495358593743313,debit,azg abu azg avh yn,f,Friday,a
a 1,7.008251985473762,debit,caw aot caw gc bdg,f,Friday,a
a 1,6.40846289102982,debit,bzb vw bzb adm it,f,Friday,a
a 1,7.299696010270414,debit,t atw t mr i,f,Friday,a
a 1,8.584143177633306,debit,aab ash aab qi chj,f,Friday,a
a 1,7.929806846375429,debit,aam jm baa zc aam jm cha,f,Friday,a
a 1,6.478847526747423,debit,cqe cjx cqe py afq,f,Friday,a
a 1,7.4284698455784755,debit,kv bxr kv bkp,f,Friday,a
a 1,8.027773484154523,debit,dm bhy dm ub tr,f,Friday,a
a 1,8.674053340172318,debit,bxi wm bxi bvk ff,f,Friday,a
a 1,7.813922945085307,debit,boc ej boc asm clv,f,Friday,a
a 1,9.033912214936489,debit,bch atp bch ud asz,f,Friday,a
a 1,8.918425353234761,debit,cio aic abf cio aic bnt vi,f,Friday,a
a 1,7.098375638590786,debit,cmq aep cmq ads aef,f,Friday,a
a 1,3.9502817175452365,debit,amb asg ati cce sz yz,b,Friday,a
a 1,8.014368805535732,debit,bdx bge awr bdx bge cpe,f,Friday,a
a 1,8.719833582118092,debit,gf cce gf cx aoq,f,Friday,a
a 1,8.444678410996769,debit,bdl bed cag bdl bed abc bsx,f,Friday,a
a 1,6.264236006824008,debit,va bvq va jl cog,f,Friday,a
a 1,7.093936046101812,debit,ccj atg ccj cnh wl,f,Friday,a
a 1,8.036288763766123,debit,abg ec abg pq byp,f,Friday,a
a 1,8.11158607322512,debit,aam jm baa cbj aam jm bbk,f,Friday,a
a 1,8.248848278470186,debit,kj adr kj adr bpe,f,Friday,a
a 1,8.857782654900427,debit,ayc cji ayc sn cbo,f,Friday,a
a 1,6.510347622251703,debit,cre acj cre aul bjf,f,Friday,a
a 1,7.543654629939958,debit,xj ub cel iq xj ub lm auc,f,Friday,a
a 1,8.438526536547627,debit,abg aja abg azm pu,f,Friday,a
a 1,8.17347113826845,debit,bze nx cag bze nx adk,f,Friday,a
a 1,7.398578175433275,debit,bhc hf bhc ic he,f,Friday,a
a 1,6.87251144754156,debit,oy bmm bie oy bla clg,f,Friday,a
a 1,4.330733340286331,debit,ty bfw ty ps uo,f,Friday,a
a 1,8.266591080805423,debit,bzw arj bzw bvr,f,Friday,a
a 1,7.505778262441902,debit,mx pw mx pw bwc,f,Friday,a
a 1,8.031843613114326,debit,byq bbg byq c bgv,f,Friday,a
a 1,7.814193635205356,debit,bet bd bet ip bhg,f,Friday,a
a 1,7.0630481633881725,debit,aib bks aib btj bff,f,Friday,a
a 1,7.062105938812062,debit,azt aik azt gj aqx,f,Friday,a
a 1,4.419803999007912,debit,ko cnl ko cnl bdw,f,Friday,a
a 1,6.345250321412687,debit,cqx ayb cqx yk,f,Friday,a
a 1,8.360623588351668,debit,chy abj chy arf bdh,f,Friday,a
a 1,6.713551406253133,debit,aka cnz aka ub fq,f,Friday,a
a 1,7.947724522879216,debit,cny cef cny azh azy,f,Friday,a
a 1,6.901264257811766,debit,ayo cfp bzf ayo alj bmy,f,Friday,a
a 1,8.385636989674383,debit,bfg aof pi bfg aof afe,f,Friday,a
a 1,7.780954776891994,debit,aiz sm aiz bgi ank,f,Friday,a
a 1,8.34264930993809,debit,bix aam bov bix aam ie bft,f,Friday,a
a 1,8.340138540092651,debit,ac ji ac buk cei,f,Friday,a
a 1,8.536228858006565,debit,aox aam bxl aox aam,f,Friday,a
a 1,8.552575779149715,debit,cqb aal bw cqb cx ahq,f,Friday,a
a 1,6.200853942189529,debit,kh cbz kh cbz bmk,f,Friday,a
a 1,7.761076391681487,debit,coo adl coo bzo cdz,f,Friday,a
a 1,11.544232059321251,credit,awi ael auo clr in bci,d,Friday,a
a 1,7.346816336518817,debit,kj acz kj bef cs,f,Friday,a
a 1,8.202674209010864,debit,l ab l adx cnx,f,Friday,a
a 1,8.703060122603109,debit,kt aaw kt aim baw,f,Friday,a
a 1,7.232321201633247,debit,fy bjp fy atk zz,f,Friday,a
a 1,4.967240548443732,debit,bxx crg bxx apz bow,f,Friday,a
a 1,8.625193419964344,debit,apy aby apy bw ayk,f,Friday,a
a 1,8.032905630820254,debit,chy che chy cot bjd,f,Friday,a
a 1,6.313131292780753,debit,dm aea dm abc ajk,f,Friday,a
a 1,8.305580404580104,debit,tz cqr tz sl amz,f,Friday,a
a 1,9.048219010496592,debit,apn d apn aim bkv,f,Friday,a
a 1,6.615824192240941,debit,asc avw asc brq,f,Friday,a
a 1,4.986684073273742,debit,cjm jj cjm cpw cjl,f,Friday,a
a 1,7.153168998942075,debit,en cw bog en bmo bam,f,Friday,a
a 1,4.941856685367686,debit,bzc aar bzc qn aa,f,Friday,a
a 1,9.53441970423172,debit,zk wa zk te ccu,f,Friday,a
a 1,7.85437344965989,debit,ayb cpc ayb atr nk,f,Friday,a
a 1,7.916909563744767,debit,cns com cns com axr,f,Friday,a
a 2,9.755558726769525,credit,buy aq amk,a,Friday,a
a 3,8.256659250883468,credit,ky aqg clr ai ik,d,Friday,a
a 3,7.706612913964197,credit,ky aqg clr ai asr,d,Friday,a
a 3,8.025065009290284,credit,ky aqg clr ai bjm,d,Friday,a
a 3,8.217438537730187,credit,ky aqg clr ai chd,d,Friday,a
a 3,10.02032836666341,credit,nj cdc ha sz uq,d,Friday,a
a 3,7.013465733404251,credit,ky aqg clr ai cqi,d,Friday,a
a 3,8.11207802207236,credit,ky aqg clr ai akm,d,Friday,a
a 3,8.1555631340121,credit,ky aqg clr ai aqd,d,Friday,a
a 3,7.706612913964197,credit,ky aqg clr ai aht,d,Friday,a
a 3,5.0106352940962555,debit,amb asg cma buj sz amv,b,Friday,a
a 3,8.187596861475464,credit,ky aqg clr ai vy,d,Friday,a
a 3,8.217438537730187,credit,ky aqg clr ai auy,d,Friday,a
a 3,8.524923237478149,credit,ky aqg clr ai cdm,d,Friday,a
a 3,7.301147805856032,credit,ky aqg clr ai dy,d,Friday,a
a 3,8.11207802207236,credit,ky aqg clr ai al,d,Friday,a
a 3,7.301147805856032,credit,ky aqg clr ai cnt,d,Friday,a
a 3,7.524291357170242,credit,ky aqg clr ai brj,d,Friday,a
a 3,7.301147805856032,credit,ky aqg clr ai bgs,d,Friday,a
a 3,7.706612913964197,credit,ky aqg clr ai aau,d,Friday,a
a 3,7.504496179239029,credit,ky aqg clr ai cdf,d,Friday,a
a 3,7.994294986415977,credit,ky aqg clr ai btg,d,Friday,a
c 6,5.058281947563609,debit,buy aq yx,a,Thursday,c
a 1,11.349389430160874,credit,buy aq bms,a,Thursday,a
a 1,5.88075642512356,credit,buy aq axz,a,Thursday,a
a 1,2.7694588292308535,debit,amb asg bwx bbz mg agm,b,Thursday,a
a 1,5.220355825078324,debit,amb asg ati cce mg ail,b,Thursday,a
